Id,Company_Name,Company_Type,Sales_Growth,Annual_Revenue_US$M,No_of_Employees,Phone_numberTelephone,Company_Summary,Swot_Overview,Headquarters_Address_line1,Headquarters_Address_Line2,Headquarters_Zip_Code,Ticker_Exchange,Thomson_Rep_No,Annual_Revenue_Year,Fiscal_Year_End,Fax,URL,Incorporation_Year,Products,Services,Brands,Entity_Type,Headquarters,Headquarters_StateProvince,Headquarters_City,Primary_Sector,Company_Themes,Deal_Count,Deal_Value,Investors_Count,Investor_Names,Advisors_Count,Last_MA_Co,Funding Rounds,Total_Funding_US$m,Last__funding_date,Days_since_last_funding,Round Of Financing (Last),Deal_Subtype_1_Last,Deal_Subtype_2_Last,Deal_Subtype_3_Last,Deal_Subtype_4_Last,News_Count,Patents_Count,Patents_Filings_Count,Patents_Grants_Count,Fillings_Count,Filings_Sentiment,Filings_Mentions,Active_Jobs,Posted_Jobs,Closed_Jobs,Total_Projects_Count,Projects_Count,Total_Noof_Mining_Projects,Noof_Mining_Projects,Install_Base_Counts,Estimated_ICT_Spends,Net_Income_US$m,Operating_Income_US$m,Research_and_Development_USD,Cash_And_Equivalents_USD,Total_Assets_USD,Total_Liabilities_USD,EVSales_,Market_Cap_US$m,Enterprise_Value_US$m,PE_Ratio_,EVEBITDA_,Capital_Raised_Past_3_Years_US$m,Grants_Received_Past_3_Years_US$m,Gross_Margin_,Net_Profit_Margin_,Operating_Margin_,PBT_Margin_,Profit_Markup_,Return_on_Assets_,Return_on_Capital_Employed_,Return_on_Equity_,Return_on_Fixed_Assets_ROFA_,Return_on_Working_Capital_,EBITDA_Growth_,EPS_Growth_,Net_Income_Growth_,Operating_Income_Growth_,Sales_Growth_,Working_Capital_Growth_,Book_Value_per_Share_USD,Cash_Value_per_Share_USD,Dividend_per_share_USD,Dividend_Yield_,Diluted_EPS_US$,Administration_costs_,Overhead_costs_,Cash_Ratio_Absolute,Current_Ratio_Absolute,Quick_Ratio_Absolute,Debt_to_Equity_Ratio_Absolute,Debt_to_Capital_Ratio_Absolute,Net_Debt_to_Equity_Absolute,Asset_Turnover_Absolute,Capex_to_sales_,Capital_Employed_Turnover_Absolute,Current_Asset_Turnover_Absolute,Fixed_Asset_Turnover_Absolute,Inventory_Turnover_Absolute,R_and_D_to_Sales_,Working_Capital_Turnover_Absolute,Net_Income_per_Employee_USD,Revenue_per_Employee_USD,Market_Capitalization_Million_USD,PE_PriceEarnings_Ratio,Enterprise_ValueOperating_Profit,Dividend_Yield,Enterprise_ValueTotal_Assets,EVEBITDA,Enterprise_ValueSales,Enterprise_ValueMillion_USD
124114,Adolf Wurth GmbH & Co KG,Private,1900-01-00,0,0,49 7940 150,"Adolf Wurth GmbH & Co KG (Adolf Wurth), a subsidiary of Wurth Group, is a construction company that provides assembly and fastening materials. The company?s products include storage and retrieval systems, automotive hardware, installation material, machines, furniture and construction fittings, chemical-technical products, agricultural products, labelling systems, boxing, and working lights batteries charger. It also provides fire protection tools, forming and stamping tools, screws, dowels, plumbing and heating systems, and soldering and welding tools, among others. The company serves customers in trade, construction, and industry. It operates through its sales offices located across Germany. Adolf Wurth is headquartered in Kunzelsau, Germany.",,,Reinhold-Wurth-Strasse 12 - 17,74653,,,,0,49 7940 151000,www.wuerth.com,1945,Products:  Storage and Retrieval Systems  Automotive Hardware  Installation Material  Machines  Furniture and Construction Fittings  Chemical-Technical Products  Dowels and Screws Agricultural Products Forming and Stamping Tools Labeling Systems Fire Protection Tools Plumbing and Heating Systems Soldering and Welding Tools,,,Subsidiary,Germany,Baden-Wurttemberg,Kunzelsau,Construction,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1697663,Adrenomed AG,Private,1900-01-00,0,0,49 3302 207780,"Adrenomed AG (Adrenomed) is a biopharmaceutical company with focus on the discovery and development of monoclonal antibody therapies to improve vascular integrity for medical conditions including systemic inflammation and cardiovascular diseases. Its lead product drug candidate Adrecizumab, a humanized monoclonal Adrenomedullin-specific antibody is developed for the treatment of septic shock. The company's adrenomedullin is a vasoactive peptide hormone released by vascular endothelial cells which regulates blood pressure and vascular tone in the development of septic shock by reducing vascular leakage, stabilizing the circulation and lowering mortality. It also provides a relaxation of vascular tone for patients with septic shock. Adrenomed is headquartered in Berlin, Brandenburg, Germany.",,,Neuendorfstrasse 15A,16761,,,,0,49 3302 2077815,www.adrenomed.com,2009,Products:  Adrecizumab Adrenomedullin,,,Independent,Germany,Brandenburg,Berlin,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
239044,Advanced Medical Services GmbH,Private,1900-01-00,0,0,49 621 70095100,"Advanced Medical Services GmbH (AMS) is a contract research organization that offers clinical research, medical science, and marketing and sales services. The organization?s clinical research services comprise clinical development, late stage development and medical device services. It offers clinical development services such as biostatistics, project management, data management, monitoring, pharmacovigilance and clinical safety, and medical writing. The organization also offers quality management services which include conduction of audits and provides support in regulatory affairs and market authorization. It operates in Germany, the UK and Austria. AMS is headquartered in Mannheim, Germany.",,,Am Exerzierplatz 2,68167,,,,0,49 621 70095140,www.ams-europe.com,1997,,Services:  Project Management Monitoring Data Entry Data Management Biostatistics Pharmacovigilance and Clinical Safety  Medical Writing Quality Management Clinical Research Medical Science Marketing and Sales,,Independent,Germany,Baden-Wurttemberg,Mannheim,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
173148,Advitos GmbH,Private,1900-01-00,0,0,49 89 411184200,"Advitos GmbH (Advitos), formerly Hepa Wash GmbH, develops, produces, and markets extracorporeal multiple organ support device, ADVOS multi. The company?s ADVOS multi offers purification and removal of water-soluble, and protein-bound toxins from liver, lungs, and kidneys and facilitates an integrated multi-organ support. Its ADVOS multi incorporates a unique procedure for albumin dialysis, which allows elimination of protein-bound hepatotoxins, nephrotoxins, and carbondioxide (CO2). The company?s method finds application for patients on the verge of multiple organ failure, lung failure, liver transplant and chronic liver failure, among others. Advitos is headquartered in Munich, Germany.",,,Agnes-Pockels-Bogen 1,80992,,,,0,49 89 411184209,www.advitos.com,2005,Product:  ADVOS Multi - Integrated Multi-Organ Support Device,,,Independent,Germany,Bayern,Munich,Medical Equipment,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1693956,AE Solar GmbH,Private,1900-01-00,0,0,49 8231 9782680,"AE Solar GmbH (AE Solar) is a renewable energy company that designs, manufactures and markets solar energy products. The company?s products portfolio includes solar modules, substructures, and solar accessories. Its solar modules comprise monocrystalline and polycrystalline modules. AE Solar offers solar accessories such as solar charge controller, special fuses and plugs. The company develops photovoltaic using superior raw materials utilizing smart hot spot free technology. Its services include consultation, installation, repair and maintenance, and commissioning services. The company caters to commercial, industrial, residential and private customers. It has operations in Germany, Vietam, China, Tunisia and the UAE. AE Solar is headquartered in Konigsbrunn, Germany.",,,Messerschmittring 54,86343,,,,0,,www.ae-solar.com,2003,Products:  Solar Modules: Monocrystalline Modules Polycrystalline Modules  Solar Accessories: Solar Charge Controller Special Fuses Plugs  Substructures,Services:  Consultation Installation Repair and Maintenance Commissioning,,Independent,Germany,Bayern,Konigsbrunn,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1607801,AEconversion GmbH & Co KG,Private,1900-01-00,0,0,49 2927 919410,"AEconversion GmbH & Co KG (AEconversion) is a renewable energy company that develops, manufactures and markets solar energy products. The company provides products such as micro-inverters, monitoring systems, inverter systems, and customized products. Its monitoring systems include UH data loggers, LAN data loggers, PLC gateways, interface adapters and monitoring software. AEconversion also provides custom power supply systems for industrial applications including the design and layout of power electronics and magnetics. The company's micro-inverter is used in small and self-consumption systems and larger installations. It market its products across the Americas and Europe. AEconversion is headquartered in Bad Sassendorf, Germany.",,,An der Helle 26,59505,,,,0,49 2927 919450,www.aeconversion.de,2012,Products :  Micro-Inverters Monitoring Systems Inverter Systems  Customized Products Power Supply Systems,,,Independent,Germany,Nordrhein-Westfalen,Bad Sassendorf,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
4446529,AED Engineering GmbH,Private,1900-01-00,0,0,49 89 159848480,"AED Engineering GmbH (AED Engineering) is a provider of electrics/electronics engineering services that specialize in the production of embedded systems for various industries, including the automotive and aerospace sectors. AED Engineering is headquartered in Munich, Bayern, Germany.",,,Taunusstr. 51,80807,,,,0,,www.aed-engineering.com,2006,,,,Independent,Germany,Bayern,Munich,Industrial Goods and Machinery,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1866600,AED-SICAD Aktiengesellschaft,Private,1900-01-00,0,180,49 228 95420,"AED-SICAD Aktiengesellschaft (AED-SICAD) is engaged in the supplu of geographic information systems (GIS) and applications. The company provides its GIS solutions including ArcFM UT for utilities, and ArcGIS for speed viewer application on a laptop with offline data. It also offers land management solutions such as cadaster, digital landscape models, topography/cartography, land development/consolidation, real estate information systems, geodetic control stations, surveying, tourism, city maps and standard land values. The company has its operations in Germany. AED-SICAD is headquartered in Bonn, Germany.",,,Mallwitzstrasse 1 3,53177,,,,0,49 228 9542111,www.aed-sicad.com,0,Products:  ArcFM UT ArcGIS,Services:  Land management Solutions,,Parent,Germany,Nordrhein-Westfalen,Bonn,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
346002,AEG Industrial Engineering AG,Private,1900-01-00,0,0,49 30 82099490,"AEG Industrial Engineering AG (AEG) is an energy generation and management company. The company operates in the business of power generation, components, energy management, drive technology and automation business. Its power generation provides services for development, project planning, and commissioning and maintenance of power generation equipment. AEG offers switchgear such as low voltage gear, low voltage and medium voltage cabinets. The company offers components such as spare parts, inverters and thyristor equipment; and drive technology products include speed controlled drives and motors and starters. It provides consulting, designing and supplying of new equipment and revamp existing plants. AEG is headquartered in Berlin, Germany.",,,Hohenzollerndamm 152,14199,,,,0,49 30 82099499,www.aeg-ie.com,1883,Products:  Switchgear: Low Voltage Gear Medium Voltage Cabinets Low Voltage  Components: Spare Parts Inverters Thyristor Equipment  Drive Technology Products: Speed Controlled Drives Motors And Starters,Services:  Power Generation Development Project Planning Commissioning and Maintenance Of Power Generation Equipment,,Independent,Germany,Berlin,Berlin City,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
169971,Aenova Holding GmbH,Private,1900-01-00,0,0,49 8151 99870,"Aenova Holding GmbH (Aenova) is a manufacturer of pharmaceutical and healthcare products. The company's products include food supplements, cosmetics, drugs, dietary supplements, medicines, and medical devices. It provides its products in the forms of solid, powders, liquid and semi-solid forms. Aenova offers services such as product development, packaging, contract manufacturing, logistics, supply chain management, and distribution services. The company markets its products throughout the world. It has its operations in Singapore, Germany, the US, Spain, the UK, Italy, France, and Ireland, among others. Aenova is headquartered in Starnberg, Bayern, Germany.",,,Berger Strasse 8-10,82319,,,,0,,www.aenova-group.com,2008,Products:  Cosmetics Medicines Drugs Food Supplements Dietary Supplements Medical Devices,Services:  Packaging Contract Manufacturing Product Development Supply Chain Management Logistics Distribution,,Subsidiary,Germany,Bayern,Starnberg,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
233942,Aero Dynamik Consult GmbH,Private,1900-01-00,0,0,49 7158 9565510,"Aero Dynamik Consult GmbH (Aero Dynamik) is a renewable energy company. It offers construction and development services for wind turbine development. The company offers solutions in the areas of loads, tower, blades, and structure. It also provides aerodynamic and structural calculations of rotor blades, engineering consultancy services, and load calculations for wind energy sector, and integrated solutions for wind turbines. Aero Dynamik offers services in the development of wind energy converters and rotor blades and in modeling of wind energy generators on arbitrary tower and lattice towers. The company offers engineering services in the areas of wind energy, aerospace and automotive sectors. Aero Dynamik is headquartered in Esslingen am Neckar, Baden-Wurttemberg, Germany.",,,Strohgaustrasse 9,73765,,,,0,49 7158 95655199,www.aero-dynamik.de,0,Products:  Towers  Rotor Blades,Services:  Aerodynamic and Structural Design Engineering Consultancy Natural Frequency Analysis Rotor Blade Designing Load Calculation and Structural Dynamics Onshore and Offshore Projects Structural Interpretation Component Design Manufacturing and Cost Optimization Custom Blade Design FEM - Calculations Optimization with Generic Algorithms,,Independent,Germany,Baden-Wurttemberg,Esslingen am Neckar,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
304627,Aerodata AG,Private,1900-01-00,0,0,49 531 23590,"Aerodata AG (Aerodata) is a manufacturer of flight inspection systems. The company?s products include mission management system, satellite communication system, airborne surveillance pod, and operator workstations. Its services include supplemental type certificate, aircraft maintenance and repair service, minor change approvals, training, aircraft sales, aircraft modification, design and certification, and others. Aerodata also operates mission aircraft and helicopters; and manufactures system and avionics. The company markets its products under the brands of AeroFIS, AeroPhone and AeroNav. It markets its products in Germany, Thailand, Australia and the US. Aerodata is headquartered in Braunschweig, Germany.",,,Hermann-Blenk-Strasse 34-36,38108,,,,0,49 531 2359158,www.aerodata.de,1985,Products:  Mission Management System Airborne Surveillance Pod Satellite Communication System Operator Workstations,Services:  Supplemental Type Certificate Minor Change Approvals Aircraft Maintenance and Repair Service Aircraft Modification Training Aircraft Sales Design and Certification,Brands:  AeroFIS AeroNav AercPhone,Parent,Germany,,Braunschweig,Aerospace and Defense,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
161025,aerodyn Energiesysteme GmbH,Private,1900-01-00,0,0,49 4331 12750,"aerodyn Energiesysteme GmbH (Aerodyn) is a renewable energy company. It offers engineering, wind turbine and rotor blade services. Its engineering services include load analysis, machine components, FE analysis, tower design, electrical system, control system and other engineering services. The compay's wind turbine services comprise aeroMaster onshore, aeroMaster offshore and customized design services. Aerodyn offers support and knowledge for production workshop layout, production tooling design, definition of production processes, manufacturing documentation and QM documentation for the complete manufacturing process. The company also develops computer software for design, optimization and calculation tasks. It offers design and services for various tasks related to wind energy projects. Aerodyn is headquartered in Rendsburg, Germany.",,,Provianthausstrasse 9,24768,,,,0,49 4331 127555,www.aerodyn.de,1983,,Services:   Engineering Rotor Blade Services Wind Turbine Services,,Independent,Germany,Schleswig-Holstein,Rendsburg,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
235971,aerogieSOLAR,Private,1900-01-00,0,0,49 7223 807811,"aerogieSOLAR operates as a renewable energy company that designs and constructs solar photovoltaic plants. The company offers turnkey solar systems, rooftop and ground mounted systems and solar power components. It also provides roof surfaces for solar power generation. aerogieSOLAR offers designing, installation, planning, inspection and maintenance services. The company provides turnkey installations of photovoltaic systems, development of marketing concepts, and completion and optimal placement of insurance and maintenance contracts. It offers photovoltaic installation for homeowners, commercial and industrial builders across Germany. aerogieSOLAR is headquartered in Buhl, Germany.",,,Beethovenstrasse 16,77815,,,,0,49 7223 807830,www.aerogie-solar.de,2002,Products:  Solar Photovoltaic Plant Turnkey Solar Systems Rooftop and Ground Mounted Systems Solar Power Components,Services:  Designing Planning Installation Maintenance Inspection,,Independent,Germany,Baden-Wurttemberg,Buhl,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
240050,Aeroline Tube Systems Baumann GmbH,Private,1900-01-00,0,1200,49 731 9329250,"Aeroline Tube Systems Baumann GmbH (Aeroline) is an alternative energy company that develops, manufactures and markets pre-insulated tube systems of copper and corrugated stainless steel for solar thermal and heating technology, cooling systems, high temperature and air conditioning, among others. The company offers products such as aeroline inox split, aeroline combi split, aerorapid, aerorapid pro and other products. Its products are used in various industries such as solar installation, heating and sanitation. Aeroline?s products are integrated with metals that include stainless steel, copper and polyester. The company also offers installation services to its customers. It markets its products through a network of distributors in Germany. Aeroline is headquartered in Ulm, Germany.",,"
",Im Lehrer Feld 30,89081,,,,0,,www.tubesystems.com,1950,Products:  Solar Thermal Products Corrugated Stainless Steel Pipes Heat Pump Products,,Brands:  AEROLINE AERORAPID RAPID isiclick,Independent,Germany,Baden-Wurttemberg,Ulm,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
389386,Aerticket AG,Private,1900-01-00,0,201,49 30 69802180,"Aerticket AG (Aerticket) is a travel and tourism service provider. The company operates as an independent airline ticket wholesaler. It offers services such as flight tickets booking, hotel reservations and car rentals, among others. Aerticket also provides database services. The company develops novel booking technologies and other technologies for other airline products. Its products include toolkit booking engine, fare wizard booking engine, order assistant for ticketing orders, aerpilot fare database, and others. The company serves independent cooperation partners in the airline industry. It has six branch offices located across Germany. Aerticket is headquartered in Berlin, Germany.",,,Boppstrasse 10,10967,,,,0,49 30 69802178,www.aerticket.de,2002,Products:  Toolkit Booking Engine Fare Wizard Booking Engine Order Assistant For Ticketing Orders Aerpilot Fare Database Aerhotels Booking Engine More than Just Airline Tickets,Services:  Flight Tickets Booking Hotel Reservations Car Rentals IT and Database Services,,Parent,Germany,Berlin,Berlin,Transport and Logistics,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
313588,AESKU Diagnostics GmbH & Co KG,Private,1900-01-00,0,0,49 6734 96220,"AESKU Diagnostics GmbH & Co KG (AESKU) is a medical device company that develops, manufactures and supplies in-vitro diagnostic kits. The company offers products such as ELISA reagents, IFA reagents, BLOT reagents, multi-parametric and automated IFA system. It offers products for autoimmunity, rheumatology, thrombosis, vasculitis, thyroid, gastroenterology, diabetes, hepatology, and haemostasis. AESKU provides scientific and technical support on autoimmune diagnostics. The company?s Aeskublots test line represents various immunoblots for an efficient sample testing of autoimmune and infectious diseases. It conducts research on autoimmune diseases for the development of diagnostic and therapeutic options. AESKU is headquartered in Rottenburg am Neckar, Germany.",,,Mikroforum Ring 2,55234,,,,0,49 6734 96222222,www.aesku.com,2000,Products:  ELISA Reagents IFA Reagents BLOT Reagents Multi-Parametric  Automated IFA System,,Brands:  AESKULISA AESKUSLIDES AESQC HELMED SQII AESKULISA,Parent,Germany,Rheinland-Pfalz,Rottenburg am Neckar,Medical Equipment,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
164316,Affectis Pharmaceuticals AG,Private,1900-01-00,0,0,49 231 97427000,"Affectis Pharmaceuticals AG (Affectis Pharmaceuticals), formerly Neuronova AG, a subsidiary of Lead Discovery Center GmbH, is a pharmaceutical company that develops novel drugs for the treatment of neurodegenerative and neuroinflammatory diseases. The company?s products comprise oral CNS-penetrant antagonist and monoclonal antibody. Its oral CNS-penetrant antagonist is a potent CNS-penetrant oral P2X7 antagonist developed for the treatment of neuropathic pain and multiple sclerosis. Affectis Pharmaceuticals? monoclonal antibody is used for the treatment of depression. The company offers drugs for the treatment of neurodegenerative and neuro-inflammatory diseases. Affectis Pharmaceuticals is headquartered in Dortmund, Germany.",,,Otto-Hahn-Strasse 15,44227,,,,0,49 231 97427039,www.affectis.com,2004,Products :  Oral CNS-Penetrant Antagonist Monoclonal Antibody,,,Subsidiary,Germany,Nordrhein-Westfalen,Dortmund,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
160238,Affimed GmbH,Private,1900-01-00,0,0,49 6221 674360,"Affimed GmbH (Affimed), formerly Affimed Therapeutics AG, a subsidiary of Affimed NV, discovers and develops immunotherapies to treat hematologic cancers and solid tumors. The company is investigating AFM13, an innate cell engager, for the treatment of Peripheral T cell lymphoma, transformed mycosis fungoides, CD30-positive T cell lymphoma and Hodgkin's lymphoma; AFM24, against solid tumors; AFM-26, targeting B-cell maturation antigen to treat multiple myeloma. It generates multi-specific antibodies to kill tumor cells and treat cancers through its ROCK platform technology. The company works in partnership with Amphivena Therapeutics Inc, Merck & Co Inc, Genentech Inc, AbCheck SRO and other companies to advance its pipeline. Affimed is headquartered in Heidelberg, Baden-Wurttemberg, Germany",,,"Technologiepark,",69120,,,,0,49 6221 6743649,www.affimed.com,2000,Pipeline Portfolio: AFM13: Peripheral T cell Lymphoma Transformed Mycosis Fungoides CD30-Positive T cell Lymphoma Hodgkin's Lymphoma AFM13+Adoptive NK Cells: CD30-Positive T cell Lymphoma AFM13+Anti-PD-1: Hodgkin's Lymphoma AFM24: Solid Tumors AFM-26: Multiple Myeloma Technology Platform: ROCK,,Brands: ROCk,Subsidiary,Germany,Baden-Wurttemberg,Heidelberg,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1406701,AGO AG,Private,1900-01-00,0,0,49 9221 6020,"AGO AG (AGO) is an energy company. It designs and constructs power supply systems. The company offers products such as power systems, heating products, cooling systems, air conditioning system and ventilation systems. Its power products include combined cooling and heat power plants, combined heat and power plants, organic rankine cycle (ORC) and gas and steam turbine systems. AGO offer services such as service and inspection, plant extension and renovation, consulting and energy efficiency, and fault clearing services. The company caters its products and services to industries and local communities. It operates offices in South Africa, Italy, and Germany. AGO is headquartered in Kulmbach, Germany.",,,Am Goldenen Feld 23,95326,,,,0,49 9221 602149,www.ago.ag,1980,Products:  Power Systems: Combined Cooling and Heat Power Plants Combined Heat and Power Plants ORC Gas and Steam Turbine Systems  Heating Products Cooling Systems  Air Conditioning System Ventilation Products,Services:  Services and Inspection Consulting and Energy Efficiency  Plant Extension and Renovation Fault Clearing Services,,Parent,Germany,Bayern,Kulmbach,Alternative Energy,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
232738,Agraferm Technologies AG,Private,1900-01-00,0,80,49 8441 8086100,"Agraferm Technologies AG (Agraferm) is an alternative energy company that designs and builds agricultural and industrial anaerobic digestion (AD) plants. The company offers services such as planning, construction, commissioning and service, renovation and expansion services. Its planning services include site approvals, preliminary assessments, plant design, project development, feedstock management, plant design and optimum layout; profitability calculation, approval process, detailed planning and technical advice services. The company?s construction services comprise components consulting, execution and supervision of construction, cost controlling, safety tests, implementation of conditions of approval and HSE services. Agraferm is headquartered in Bavaria, Germany.",,,"Farberstrasse 7, Pfaffenhofen an der Ilm",85276,,,,0,49 8441 8086190,www.agraferm.com,2004,Products:  Agricultural and Industrial Anaerobic Digestion (AD) Plants,"Services:  Planning Construction Commissioning  Service, Rennovation and Expansion Services",,Parent,Germany,Bayern,Bavaria,Clean Technology,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
