"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"Global Technology Solutions","GTS is a leading expert in data annotation.","Visit Website","https://gts.ai/","Gurugram, India","50 - 249","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fa993cebb539df8ac2c1f0975290959e.png","https://clutch.co/profile/global-technology-solutions"
"IntelliTicks","AI Conversational Platform with Human Support","Visit Website","http://intelliticks.com/","Gurugram, India","2 - 9","80% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/77c6c9af63395ee7e5a717a5773ca1f8.png","https://clutch.co/profile/intelliticks"
"Pozent Corporation","We bring Artificial Intelligence to your business.","Visit Website","http://pozent.com/","Piscataway, NJ","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/11b0b1b9833c72dd59dbd979e3bc115f.png","https://clutch.co/profile/pozent-corporation"
"EasyFlow","EasyFlow Computer Vision Retail Analytics","Visit Website","https://easyflow.biz/","Kaunas, Lithuania","50 - 249","80% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/80c00cc4f13b67afa2b6ec78bae1712e.png","https://clutch.co/profile/easyflow"
"vElement IT Private Limited","Perfect solution to advance your business","Visit Website","https://velement.io/","Pune, India","10 - 49","100% Artificial Intelligence","Undisclosed","https://clutch.co/developers/artificial-intelligence?page=25","https://clutch.co/profile/velement-it-private"
"Pičuljan Technologies d.o.o.","Artificial Intelligence Research & Development and","Visit Website","https://www.piculjantechnologies.ai/","Zagreb, Croatia","2 - 9","80% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f7887733d449687b0efcb20504d33b01.png","https://clutch.co/profile/pi%C4%8Duljan-technologies-doo"
"Recursive","AI solutions for sustainable development","Visit Website","https://recursiveai.co.jp/en","Shibuya City, Japan","2 - 9","80% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d57bc85b36b0ec99641baca3faf199ff.png","https://clutch.co/profile/recursive-1"
"Far Rainbow S.R.L.","Software Development, web-portals, mobile apps","Visit Website","https://farrainbow.com/","Lecco, Italy","50 - 249","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fcb2cb69e3e791a76fb316a8daec6ac4.jpg","https://clutch.co/profile/far-rainbow-srl"
"OpThink","Operational IT Thinking, Engineering, IT Solutions","Visit Website","https://opthink.com/","Budapest, Hungary","2 - 9","15% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/dcdbb1df53bc6d07426dac2e3c2d32dd.png","https://clutch.co/profile/opthink"
"Bionikron","Artificial Intelligence for process automation","Visit Website","https://www.bionikron.com/","Medellin, Colombia","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bionikron.png","https://clutch.co/profile/bionikron"
"eigen","To be the gravity of AI","Visit Website","https://www.eigentech.ai/en/","Hangzhou Shi, China","10 - 49","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/screen_shot_2018-09-26_at_2.17.43_pm.png","https://clutch.co/profile/eigen"
"Time Machine Capital","Innovators, Technologists, Entrepreneurs & Leaders","Visit Website","https://www.timemachinecapital.com/","London, United Kingdom","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/time_machine_capital_logo.png","https://clutch.co/profile/time-machine-capital"
"Simple&Smart Technologies, Inc.","Simple Data · Smart Engine","Visit Website","http://www.idatafa.com/english/index.html","Beijing, China","250 - 999","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_219.png","https://clutch.co/profile/simplesmart-technologies"
"Atlanta Applied Artificial Intelligence","For an A.I. Future","Visit Website","http://www.atlanta.ai/","Alpharetta, GA","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/atlanta_applied_artificial_intelligence_logo.png","https://clutch.co/profile/atlanta-applied-artificial-intelligence"
"Silk Data","AI technology solutions & text analytics software","Visit Website","http://silkdata.ai/","Minsk, Belarus","10 - 49","70% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/silk_logo_background_0.png","https://clutch.co/profile/silk-data"
"Constellation AI","Improving life through Artificial Intelligence","Visit Website","https://constellation.ai/","London, United Kingdom","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/constellation_ai_logo.png","https://clutch.co/profile/constellation-ai"
"GO-SHARP","We transform the future into the present.","Visit Website","http://www.go-sharp.com/","Ciudad de México, Mexico","10 - 49","70% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/go_symbolred_0.png","https://clutch.co/profile/go-sharp"
"AISales","Chatbot Development Company","Visit Website","http://aisales.online/","Innopolis, Russia","10 - 49","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_black_19.png","https://clutch.co/profile/aisales"
"Serendeepia Research","AI & Deep Learning solutions for your business","Visit Website","http://serendeepia.com/","Getafe, Spain","2 - 9","90% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_1146.png","https://clutch.co/profile/serendeepia-research"
"AI Brisbane","AI Services in Australia","Visit Website","https://aibrisbane.com.au/","Brisbane City, Australia","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ai_brisbane_logo.png","https://clutch.co/profile/ai-brisbane"
"Acacia","AI services in Australia.","Visit Website","https://www.acaciasystems.com.au/","Hendon, Australia","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/acacia_logo.png","https://clutch.co/profile/acacia-0"
"Six Sents","AI services in US.","Visit Website","https://www.sixsents.com/","Detroit, MI","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/six_sents_logo.png","https://clutch.co/profile/six-sents"
"MiddleGate Intelligence","Win the battle to be paid on time and in full.","Visit Website","https://www.middlegate.ai/","Tigard, OR","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/middlegate_intelligence_logo.png","https://clutch.co/profile/middlegate-intelligence"
"Disaster Intelligence, Inc.","AI services in US.","Visit Website","https://www.disaster-ai.com/","Seattle, WA","10 - 49","100% Artificial Intelligence","Undisclosed","https://clutch.co/developers/artificial-intelligence?page=26","https://clutch.co/profile/disaster-intelligence"
"Singulart Tech","Intelligent Business with AI, ML & Chatbots","Visit Website","https://singulart.tech/","Santa Clara, CA","50 - 249","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_singulart_clutch-2_0.png","https://clutch.co/profile/singulart-tech"
"ISR Intelligence Solutions, LLC","Enabling Informed Decisions","Visit Website","http://www.isr-intelligencesolutions.biz/index.html","Mullica Hill, NJ","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1a67629e9b07a51cf2449a99613afe88.jpg","https://clutch.co/profile/isr-intelligence-solutions"
"Caliber Data Labs","DataOps platform for Computer Vision.","Visit Website","https://www.caliberdatalabs.ai/","San Jose, CA","2 - 9","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2e588d387ef3ca1ef4ebc8981af461ea_1.png","https://clutch.co/profile/caliber-data-labs"
"Centric Technologies LTD","AI & ML Development Services & Outsourcing","Visit Website","https://centric.bg/","Sofia, Bulgaria","2 - 9","80% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/53056f12f845a0d4deaee9a81375ee42.png","https://clutch.co/profile/centric-technologies"
"Sigmoid Group","Ahead of the curve","Visit Website","http://www.sigmoidgroup.com/","Elmwood Park, NJ","10 - 49","70% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/023d0480c7362e25dc98bd2dfebfa2b7.png","https://clutch.co/profile/sigmoid-group"
"Smirta Innovations Inc","Healthcare Information Technology Company","Visit Website","https://www.smirta.com/","Holmdel, NJ","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/047cfa042bc6c2fa3df293ec0988970f.png","https://clutch.co/profile/smirta-innovations"
"Jobot","Hire or Be Hired. We can help","Visit Website","https://jobot.com/","Irvine, CA","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e026085e7e25badc88a378f7d7686208.jpg","https://clutch.co/profile/jobot"
"Avenue i Media","Data + Technology = Our Focus","Visit Website","http://www.avenueimedia.com/","Redondo Beach, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0c932e784819920616386781e74d9c02.png","https://clutch.co/profile/avenue-i-media"
"GlassRoom Advisors LLC","Investment Management Firm","Visit Website","https://www.glassroom.com/","Alexandria, VA","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c2bc0dc208c43b9708c24ca53401bded.png","https://clutch.co/profile/glassroom-advisors"
"Data Mettle","Your data science workshop","Visit Website","http://datamettle.com/","London, United Kingdom","2 - 9","70% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/cb9535849962b31f8429d558576b426d.png","https://clutch.co/profile/data-mettle"
"Xen.AI","A Machine Learning and Deep Learning-Based Solutio","Visit Website","https://www.xen.ai/","Roseville, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c27c76d1cf0771b4239d089fc0e0fa75.png","https://clutch.co/profile/xenai"
"IAMECON","Financial and Economic Experts","Visit Website","https://www.iamecon.com/","Austin, TX","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3dc80ea0f7bf8e67623624ad02e13e5f.png","https://clutch.co/profile/iamecon"
"Avemac Consulting","AI Solutions Development for SaaS and IoT Services","Visit Website","https://www.avemacconsulting.com/","Swisher, IA","2 - 9","80% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e059eaf30f996c0e7c49f1b47dc51eaa.png","https://clutch.co/profile/avemac-consulting"
"NeuralRays AI","Solutions for a better world","Visit Website","https://neuralrays.ai/","London, United Kingdom","50 - 249","100% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/617fc027d5cffa9b2b7372c39735f797.png","https://clutch.co/profile/neuralrays-ai"
"Orel IT Pvt Ltd","Give more to life, through Industry 4.0","Visit Website","https://orelit.com/","Nugegoda, Sri Lanka","1,000 - 9,999","100% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/027f3ec42ab0749895bd9f3f3e847cdf.png","https://clutch.co/profile/orel-it"
"Pro Ai","Professional Artificial Intelligence Consultants","Visit Website","https://proai.co.uk/","London, United Kingdom","10 - 49","80% Artificial Intelligence","$1,000+","https://clutch.co/developers/artificial-intelligence?page=26","https://clutch.co/profile/pro-ai"
"Twerlo AI","For a better customer service","Visit Website","https://twerlo.com/","Dubai, United Arab Emirates","10 - 49","60% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/78865d43105023ea9927abd1cc1da957.jpeg","https://clutch.co/profile/twerlo-ai"
"ADARobotics","Robotic-Process-Automation-AI in Costa Rica","Visit Website","https://adarobotics.com/","Santa Ana, Costa Rica","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ede02118b4895c1d7aee9e4d8bef88c4.png","https://clutch.co/profile/adarobotics"
"Recoshelf","Big brother for retail who helps to sell 5-6% more","Visit Website","https://recoshelf.io/","Tallinn, Estonia","2 - 9","80% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=26","https://clutch.co/profile/recoshelf"
"Bayshore Intelligence Solutions","Smart Applications Made Intelligent","Visit Website","https://bayshoreintel.com/","Dublin, CA","10 - 49","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d0aa762b323883ca9c7ed91f86a224be.svg","https://clutch.co/profile/bayshore-intelligence-solutions"
"Jagan Solutions","Computing, Machine Learning and AI for business.","Visit Website","https://www.jagansolutions.com/","Gdynia, Poland","2 - 9","80% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f0d83ebad852e3baeb3d7ea203d61a5d.jpg","https://clutch.co/profile/jagan-solutions"
"deqod","Custom software that helps you disrupt industries.","Visit Website","https://www.deqod.com/","București, Romania","10 - 49","70% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/deqod-logo-only.png","https://clutch.co/profile/deqod"
"Intelligence Authentic","Data Science Consulting at Scale and Rigor","Visit Website","http://intelauthentic.com/","Des Plaines, IL","2 - 9","75% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/intelligence-authentic-logo-icon_0.png","https://clutch.co/profile/intelligence-authentic"
"AI Developers","AI Services and Development Agency","Visit Website","http://www.aidevelopers.co.uk/","Manchester, United Kingdom","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ai_developers.png","https://clutch.co/profile/ai-developers"
"MaryBot","Chatbots + Marketing","Visit Website","http://marybot.agency/","Lviv, Ukraine","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/04_scarlet_1.png","https://clutch.co/profile/marybot"
"Widelogics","We build exceptional chatbots and digital customer","Visit Website","http://widelogics.com/","Kyiv, Ukraine","10 - 49","70% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/icon_for_upwork.png","https://clutch.co/profile/widelogics"
"Netlyt","We build a wide range of tailored AI solutions.","Visit Website","https://netlyt.io/","Sofia, Bulgaria","2 - 9","80% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a6b34610624f7ca69c534c7e06e42438_3.png","https://clutch.co/profile/netlyt"
"Hi Level Projects","Software Engineering Made Simple","Visit Website","https://hi-level-projects.com/","Varna, Bulgaria","2 - 9","100% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/81e31e90d3800be6a08ed7c021945fb0.png","https://clutch.co/profile/hi-level-projects"
"Divergence.ai","Full service Management and AI consulting firm","Visit Website","https://divergence.ai/","Addison, TX","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5ca5194349b028c83bebfec4a14e7549.png","https://clutch.co/profile/divergenceai"
"Velebit AI","Harness the Power of Data.","Visit Website","https://www.velebit.ai/","Zagreb, Croatia","2 - 9","80% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/aa962fe90f0099bd9257f11844768bfb.png","https://clutch.co/profile/velebit-ai"
"Botomation","Application of AI and Intelligent Automation","Visit Website","https://www.botomation.io/","Iselin, NJ","250 - 999","50% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8281da23b4b3e892cbd6ebd722edd7b9.png","https://clutch.co/profile/botomation"
"concretely.ai","Let’s Get Connected","Visit Website","https://www.concretely.ai/","Round Rock, TX","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c50fc43ad94a4009ad897f3beab4e88c.jpg","https://clutch.co/profile/concretelyai"
"Teranalytics","Increase Your Competitive Advantage","Visit Website","http://www.teranalytics.com/","Newton, MA","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8ca5cb441cf1de4d5377e6f2a473677f.png","https://clutch.co/profile/teranalytics"
"SensoAI Systems","SensoAI Systems helping personlize data","Visit Website","http://sensoai.com/","Vancouver, Canada","2 - 9","70% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f3f9017536ac5f5c369c19d71c24a337.png","https://clutch.co/profile/sensoai-systems"
"Big Brain","Ukraine Robotics Agency","Visit Website","http://bigbrain.pro/","Kharkiv, Ukraine","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e7b18f2e99d344c68488d5789e7e0496.png","https://clutch.co/profile/big-brain"
"MORAI","An R&D boutique focused on AI","Visit Website","https://morai.eu/","Toruń, Poland","2 - 9","70% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/35d2c338f07446512e59c05ea6f26405.jpeg","https://clutch.co/profile/morai"
"Memorelab","We build realiable A.I. applications.","Visit Website","http://www.memorelab.com/","São Paulo, Brazil","2 - 9","70% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3ea98ad528504a92cefffe6a029457e7.png","https://clutch.co/profile/memorelab"
"Call Maia","My Artificial Intelligence Advisor","Visit Website","https://callmaia.com/","Curridabat, Costa Rica","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/7b28ee9df697586399566334e3986f11.png","https://clutch.co/profile/call-maia"
"Dodeed","Data Annotation and labeling service provider.","Visit Website","https://dodeed.co/","Dhaka, Bangladesh","10 - 49","70% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/20caacf79a11c1784e1724e94f5d9568.png","https://clutch.co/profile/dodeed"
"Code Ocean Infotech","Code Ocean Infotech - ChatBot & Web App Developmen","Visit Website","https://codeoceaninfotech.com/","Rajkot, India","2 - 9","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/91bf53ff9a631857f6cfef62f2c6c7a9.png","https://clutch.co/profile/code-ocean-infotech"
"Toswo","Artificial Intelligence Development Center","Visit Website","https://ai.toswo.com/","London, United Kingdom","10 - 49","59% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/7e1f28455cf58d055df982ecc848451b.png","https://clutch.co/profile/toswo"
"Smarter.Codes","AI That Augments You","Visit Website","https://smarter.codes/","Bengaluru, India","2 - 9","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/smarter.codes_.png","https://clutch.co/profile/smartercodes"
"Kortical","The simplest, fastest way to embed AI","Visit Website","http://kortical.com/","London, United Kingdom","2 - 9","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/kortical_0.jpg","https://clutch.co/profile/kortical"
"Robotia","Custom made Artificial Intelligence solutions","Visit Website","https://robotia.cl/","Santiago, Chile","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/robotia.png","https://clutch.co/profile/robotia"
"Diego.ai","Artificial Intelligence marketing","Visit Website","https://www.diego.ai/","Mexico City, Mexico","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/diego.ai2__0.jpg","https://clutch.co/profile/diegoai"
"Lynette Technologies","Connects Hoteliers directly to their guest","Visit Website","https://www.lynetteai.com/","Gurugram, India","2 - 9","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a15292dde7675f391da70bb50d4130c7.jpg","https://clutch.co/profile/lynette-technologies"
"Working Knowledge LLC","Addressing Your Most Pressing Business Challenges","Visit Website","http://workingknowledge.ai/","Boston, MA","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/working_knowledge_llc_logo.png","https://clutch.co/profile/working-knowledge"
"Metrica","AI services in Australia.","Visit Website","https://www.metrica.com.au/","Milton, Australia","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/metrica_logo.png","https://clutch.co/profile/metrica"
"BeaconFire Solution Inc.","Enable people and businesses in the world","Visit Website","http://www.beaconfiresolution.com/","East Windsor, NJ","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bc331b6b6ea47c581439d8152ffbc91a.png","https://clutch.co/profile/beaconfire-solution"
"Moonshot Ventures","Accelerating Discovery","Visit Website","http://www.moonshot-ventures.biz/","Lisboa, Portugal","2 - 9","70% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/eaee406850b266bb2994f6d3958fd9a8.jpeg","https://clutch.co/profile/moonshot-ventures"
"ESTESIS Technologies","AI, Computer Vision","Visit Website","https://estesis.tech/","Barnaul, Russia","2 - 9","70% Artificial Intelligence","$10,000+","https://clutch.co/developers/artificial-intelligence?page=27","https://clutch.co/profile/estesis-technologies"
"Focus Bots","Bots are Boring!","Visit Website","http://www.botsareboring.com/","Ancona, Italy","2 - 9","70% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5e63c92d155ff76a6475a68e703fe878.png","https://clutch.co/profile/focus-bots"
"NovaceneAI","Optimize business outcomes","Visit Website","https://novaceneai.com/","Ottawa, Canada","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/33a43978ef0756313460bd3d694d7fe1.png","https://clutch.co/profile/novaceneai"
"Data Force Group","Building explainable AI and analytics solutions","Visit Website","https://dataforce.com.ai/","Warszawa, Poland","10 - 49","60% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/407f1ddc6c88a112233bfb40ec6e5ff7.svg","https://clutch.co/profile/data-force-group"
"Aigenexpert","AI, Machine Learning, Data Science development","Visit Website","https://aigenexpert.com/","Hanoi, Vietnam","2 - 9","75% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9cfb8161c1222bf970935733f5360bf6.png","https://clutch.co/profile/aigenexpert"
"Cortex","Machine learning software development services","Visit Website","http://cortexdl.com/","Chișinău, Moldova","2 - 9","80% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/90f90774b9dbe075ef11248aeb8c52f6.jpeg","https://clutch.co/profile/cortex"
"Xehen","R&D teams for your AI ventures","Visit Website","https://xehen.ai/","Karachi, Pakistan","2 - 9","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/78b4aa5ea2d41729a1d59e5da9788db7.jpeg","https://clutch.co/profile/xehen"
"Syndicai","Deploy, Integrate and Ship AI models at scale.","Visit Website","https://syndicai.co/","Warszawa, Poland","2 - 9","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9207d84383ab7190f4f48e655dc2dfce.png","https://clutch.co/profile/syndicai"
"nerv.","Specialists in automated customer service","Visit Website","https://nerv.is/","Montevideo, Uruguay","10 - 49","60% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4b8d7430d76f80f604616b6d5abe314e.jpeg","https://clutch.co/profile/nerv-0"
"LET'S DATA","Data Science & AI Agency","Visit Website","https://www.letsdata.net/","Lviv, Ukraine","10 - 49","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1d171c301e6f0acab469ef4697418b84.png","https://clutch.co/profile/lets-data"
"Vitru AI Consulting","AI Professionals in Healthcare","Visit Website","http://www.vitru.ai/","Irvine, CA","10 - 49","70% Artificial Intelligence","$250,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/028fbae56c1eadd449c90b4d0dc08759.jpeg","https://clutch.co/profile/vitru-ai-consulting"
"Data Prophets","Carving path with AI for business to leverage Data","Visit Website","https://dataprophets.in/","Rajkot, India","10 - 49","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9f5a142c94746fd858929609b45217f4.png","https://clutch.co/profile/data-prophets"
"Tenzai Systems","Award Winning AI & Data Science Solutions Provider","Visit Website","http://www.tenz.ai/","Bengaluru, India","10 - 49","70% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b4e4043f57ea8b7a7b78f3e7b1119f05.png","https://clutch.co/profile/tenzai-systems"
"Daten & Wissen","Creating Intelligence, for a Greater Tommorow.","Visit Website","https://datenwissen.com/","Mira Bhayandar, India","10 - 49","100% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f8e8c2dc461b05de6501cf3f105bfc97.jpeg","https://clutch.co/profile/daten-wissen"
"Hyena","Top Digital Transformation Service Provider","Visit Website","https://www.hyena.ai/","Hyderabad, India","1,000 - 9,999","25% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c9d0f4bdbb5394f9c1ca6675f5f2144e.png","https://clutch.co/profile/hyena"
"Attri - An Open AI Platform, Services & Solutions Provider","Responsible AI To Drive Innovation","Visit Website","https://www.attri.ai/","Dallas, TX","2 - 9","70% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=27","https://clutch.co/profile/attri-open-ai-platform-services-solutions-provider"
"The Insights","Perfect AI solutions for your Enterprise Needs","Visit Website","https://www.theinsights.co.in/","Delhi, India","50 - 249","100% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c2ebbce688c69684844bffc975046f87.png","https://clutch.co/profile/insights"
