"","company","gi_page","name","value"
"4482","reports/fourlis_group_of_com/2020/2019_sustainable_development_and_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"4483","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","85","1","No GRI code found"
"4484","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","86","1","No GRI code found"
"4485","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","87","GRI 401:","NULL"
"4486","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","87","401-2","NULL"
"4487","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","GRI 406:","NULL"
"4488","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","3.FOR OUR PEOPLE:Non - 406-1 Incidents of discrimination and","NULL"
"4489","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","404-1 3.FOR OUR PEOPLE:","NULL"
"4490","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","3.FOR OUR PEOPLE:GRI 404:404-2","NULL"
"4491","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","404-3","NULL"
"4492","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","88","GRI 413: 413-1","NULL"
"4493","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","89","GRI 417:","NULL"
"4494","reports/fourlis_group_of_com/2019/social_responsibility_and_sustainable_development_report.pdf","89","GRI 416:","NULL"
"4495","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","nothing found","No pages/tables found","None"
"4496","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","106","1","No GRI code found"
"4497","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","nothing found","No pages/tables found","None"
"4498","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","nothing found","No pages/tables found","None"
"4499","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","109","GRI 403:","character(0)"
"4500","reports/fourlis_group_of_com/2017/social_responsibility_and_sustainable_development_report_2016.pdf","109","","No GRI code found"
"4501","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","93","1","No GRI code found"
"4502","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","nothing found","No pages/tables found","None"
"4503","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","95","GRI 401:","NULL"
"4504","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","95","GRI 406: Non","NULL"
"4505","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","95","GRI 404:","NULL"
"4506","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","95","GRI 413:","NULL"
"4507","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","96","GRI 419:","NULL"
"4508","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","96","GRI 417:","NULL"
"4509","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","96","GRI 416:","NULL"
"4510","reports/fourlis_group_of_com/2018/social_responsibility_and_sustainable_development_report_2017.pdf","nothing found","No pages/tables found","None"
"4511","reports/fpe/2019/pierwszy_raport_zrownowazonego_rozwoju_2018.pdf","nothing found","No pages/tables found","None"
"4512","reports/fpe/2019/pierwszy_raport_zrownowazonego_rozwoju_2018.pdf","nothing found","No pages/tables found","None"
"4513","reports/fpts/2020/fpts_annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4514","reports/fpts/2020/fpts_annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4515","reports/framery/2020/framery_sustainability_report_2019.pdf","39","1","No GRI code found"
"4516","reports/framery/2020/framery_sustainability_report_2019.pdf","40","1","No GRI code found"
"4517","reports/framery/2020/framery_sustainability_report_2019.pdf","41","GRI 403: Occupational health and safety 2016","NULL"
"4518","reports/framery/2020/framery_sustainability_report_2019.pdf","41","GRI 404: Training and education","NULL"
"4519","reports/framery/2020/framery_sustainability_report_2019.pdf","41","GRI 406: Non-discrimination","NULL"
"4520","reports/framery/2020/framery_sustainability_report_2019.pdf","nothing found","No pages/tables found","None"
"4521","reports/franke_group/2020/franke_sustainability_report_2019.pdf","nothing found","No pages/tables found","None"
"4522","reports/franke_group/2020/franke_sustainability_report_2019.pdf","nothing found","No pages/tables found","None"
"4523","reports/franke_group/2019/franke_sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"4524","reports/franke_group/2019/franke_sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"4525","reports/franke_group/2018/franke_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4526","reports/franke_group/2018/franke_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4527","reports/franke_group/2017/franke_sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"4528","reports/franke_group/2017/franke_sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"4529","reports/franke_group/2017/franke_sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"4530","reports/franke_group/2017/franke_sustainability_report_2016.pdf","46","1","No GRI code found"
"4531","reports/franke_group/2017/franke_sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"4532","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","nothing found","No pages/tables found","None"
"4533","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","nothing found","No pages/tables found","None"
"4534","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","93","1","No GRI code found"
"4535","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","nothing found","No pages/tables found","None"
"4536","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","95","1","No GRI code found"
"4537","reports/fransabank/2019/building_a_sustainable_tomorrow_2018.pdf","95","2","No GRI code found"
"4538","reports/frasers_centrepoint/2018/sustainability_report_fy2018.pdf","nothing found","No pages/tables found","None"
"4539","reports/frasers_centrepoint/2018/sustainability_report_fy2018.pdf","nothing found","No pages/tables found","None"
"4540","reports/frasers_centrepoint/2017/sustainability_report_fy2017.pdf","nothing found","No pages/tables found","None"
"4541","reports/frasers_centrepoint/2017/sustainability_report_fy2017.pdf","nothing found","No pages/tables found","None"
"4542","reports/frasers_commercial_t/2019/annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4543","reports/frasers_commercial_t/2019/annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4544","reports/frasers_commercial_t/2019/annual_report_2019.pdf","109","1","No tables to process"
"4545","reports/frasers_commercial_t/2019/annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4546","reports/frasers_commercial_t/2019/annual_report_2019.pdf","nothing found","No pages/tables found","None"
"4547","reports/frasers_commercial_t/2018/annual_report_2018.pdf","nothing found","No pages/tables found","None"
"4548","reports/frasers_commercial_t/2018/annual_report_2018.pdf","nothing found","No pages/tables found","None"
"4549","reports/frasers_commercial_t/2018/annual_report_2018.pdf","118","1","No tables to process"
"4550","reports/frasers_commercial_t/2018/annual_report_2018.pdf","119","1","No tables to process"
"4551","reports/frasers_commercial_t/2018/annual_report_2018.pdf","120","GRI 417: 417-3","character(0)"
"4552","reports/frasers_logistics_an/2018/annual_report_2018_experience_matters.pdf","nothing found","No pages/tables found","None"
"4553","reports/frasers_logistics_an/2018/annual_report_2018_experience_matters.pdf","nothing found","No pages/tables found","None"
"4554","reports/frasers_logistics_an/2018/annual_report_2018_experience_matters.pdf","126","1","No tables to process"
"4555","reports/frasers_logistics_an/2018/annual_report_2018_experience_matters.pdf","127","1","No tables to process"
"4556","reports/frasers_logistics_an/2018/annual_report_2018_experience_matters.pdf","nothing found","No pages/tables found","None"
"4557","reports/frasers_logistics_an/2017/annual_report_2017_strong_fundamentals.pdf","nothing found","No pages/tables found","None"
"4558","reports/frasers_logistics_an/2017/annual_report_2017_strong_fundamentals.pdf","nothing found","No pages/tables found","None"
"4559","reports/frasers_logistics_an/2017/annual_report_2017_strong_fundamentals.pdf","108","1","No GRI code found"
"4560","reports/frasers_logistics_an/2017/annual_report_2017_strong_fundamentals.pdf","nothing found","No pages/tables found","None"
"4561","reports/frasers_logistics_an/2017/annual_report_2017_strong_fundamentals.pdf","nothing found","No pages/tables found","None"
"4562","reports/freenet_group/2020/freenet_group_annual_report.pdf","220","1","No GRI code found"
"4563","reports/freenet_group/2020/freenet_group_annual_report.pdf","nothing found","No pages/tables found","None"
"4564","reports/freenet_group/2020/freenet_group_annual_report.pdf","nothing found","No pages/tables found","None"
"4565","reports/freenet_group/2020/freenet_group_annual_report.pdf","nothing found","No pages/tables found","None"
"4566","reports/freenet_group/2020/freenet_group_annual_report.pdf","nothing found","No pages/tables found","None"
"4567","reports/fremap/2019/informe_anual_2018_sostenibilidad_y_gobierno_corporativo.pdf","151","1","No GRI code found"
"4568","reports/fremap/2019/informe_anual_2018_sostenibilidad_y_gobierno_corporativo.pdf","152","1","No GRI code found"
"4569","reports/fremap/2019/informe_anual_2018_sostenibilidad_y_gobierno_corporativo.pdf","153","1","No GRI code found"
"4570","reports/fremap/2019/informe_anual_2018_sostenibilidad_y_gobierno_corporativo.pdf","154","1","No GRI code found"
"4571","reports/fremap/2019/informe_anual_2018_sostenibilidad_y_gobierno_corporativo.pdf","155","1","No GRI code found"
"4572","reports/fremep/2019/reporte_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4573","reports/fremep/2019/reporte_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4574","reports/fsl_trust_management/2020/annual_sustainability_report.pdf","19","1","No tables to process"
"4575","reports/fsl_trust_management/2020/annual_sustainability_report.pdf","20","1","No tables to process"
"4576","reports/fsl_trust_management/2020/annual_sustainability_report.pdf","nothing found","No pages/tables found","None"
"4577","reports/fub/2019/20190510_fub_reporte_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4578","reports/fub/2019/20190510_fub_reporte_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4579","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","97","1","No tables to process"
"4580","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","98","1","No GRI code found"
"4581","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","99","1","No GRI code found"
"4582","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","100","1","No GRI code found"
"4583","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","101","1","No GRI code found"
"4584","reports/fuerza_policial_anti/2020/reporte_de_sustentabilidad_de_la_fuerza_policial_antinarcotrafico_de_la_provincia_de_cordoba.pdf","101","2","No GRI code found"
"4585","reports/fuji_xerox_hong_kong/2018/sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"4586","reports/fuji_xerox_hong_kong/2018/sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"4587","reports/fuji_xerox_hong_kong/2017/sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4588","reports/fuji_xerox_hong_kong/2017/sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4589","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","35","1","No GRI code found"
"4590","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","36","1","No GRI code found"
"4591","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","37","1","No GRI code found"
"4592","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","GRI 404-2","4"
"4593","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","GRI 404:","character(0)"
"4594","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","GRI 404-3","4"
"4595","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","GRI 411: DIREITOS","character(0)"
"4596","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","INDÍGENAS E GRI 411-1","11"
"4597","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","GRI 413:","character(0)"
"4598","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","38","COMUNIDADES GRI 413-1","11"
"4599","reports/fundacao_andre_e_luc/2019/relatorio_de_atividades_2018.pdf","39","1","No GRI code found"
"4600","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","nothing found","No pages/tables found","None"
"4601","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","43","1","No GRI code found"
"4602","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 404-2","37"
"4603","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 404: TREINAMENTO E","character(0)"
"4604","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 404-3","37"
"4605","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 411: DIREITOS DE POVOS","character(0)"
"4606","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 411-1","character(0)"
"4607","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","44","GRI 413: COMUNIDADES LOCAIS 2016 GRI 413-1","c(""15"", ""23"", ""29"", ""31"", ""33"")"
"4608","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","nothing found","No pages/tables found","None"
"4609","reports/fundacao_andre_e_luc/2020/relatorio_de_atividades_2019.pdf","nothing found","No pages/tables found","None"
"4610","reports/fundacio_ramon_nogue/2019/informe_de_sostenibilitat_2018.pdf","nothing found","No pages/tables found","None"
"4611","reports/fundacio_ramon_nogue/2019/informe_de_sostenibilitat_2018.pdf","nothing found","No pages/tables found","None"
"4612","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","137","1","No GRI code found"
"4613","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","138","1","No GRI code found"
"4614","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","139","GRI 401: EMPLOYMENT 2016","character(0)"
"4615","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","139","401-1 New employee hires and employee turnover","c(""45"", ""47"")"
"4616","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","139","401-2","character(0)"
"4617","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","139","401-3 Parental leave","94"
"4618","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","nothing found","No pages/tables found","None"
"4619","reports/fundacion_esade/2020/memoria_annual_20182019_fundacion_esade.pdf","141","1","No GRI code found"
"4620","reports/fundacion_esade/2019/memoria_annual_20172018.pdf","158","1","No GRI code found"
"4621","reports/fundacion_esade/2019/memoria_annual_20172018.pdf","nothing found","No pages/tables found","None"
"4622","reports/fundacion_esade/2019/memoria_annual_20172018.pdf","nothing found","No pages/tables found","None"
"4623","reports/fundacion_esade/2019/memoria_annual_20172018.pdf","nothing found","No pages/tables found","None"
"4624","reports/fundacion_esade/2019/memoria_annual_20172018.pdf","nothing found","No pages/tables found","None"
"4625","reports/fundacion_esade/2018/20162017_annual_report.pdf","nothing found","No pages/tables found","None"
"4626","reports/fundacion_esade/2018/20162017_annual_report.pdf","nothing found","No pages/tables found","None"
"4627","reports/fundacion_mundo_sano/2020/reporte_de_sustentabilidad_2019.pdf","nothing found","No pages/tables found","None"
"4628","reports/fundacion_mundo_sano/2020/reporte_de_sustentabilidad_2019.pdf","113","1","No GRI code found"
"4629","reports/fundacion_mundo_sano/2020/reporte_de_sustentabilidad_2019.pdf","114","1","No GRI code found"
"4630","reports/fundacion_mundo_sano/2020/reporte_de_sustentabilidad_2019.pdf","115","1","No GRI code found"
"4631","reports/fundacion_mundo_sano/2020/reporte_de_sustentabilidad_2019.pdf","116","1","No GRI code found"
"4632","reports/fundacion_plan/2019/comprometidos_con_el_desarrollo_del_pais.pdf","96","1","No GRI code found"
"4633","reports/fundacion_plan/2019/comprometidos_con_el_desarrollo_del_pais.pdf","97","1","No GRI code found"
"4634","reports/fundacion_plan/2019/comprometidos_con_el_desarrollo_del_pais.pdf","98","1","No GRI code found"
"4635","reports/fundacion_plan/2019/comprometidos_con_el_desarrollo_del_pais.pdf","99","GRI 400","c(""403"", ""2"")"
"4636","reports/fundacion_plan/2019/comprometidos_con_el_desarrollo_del_pais.pdf","nothing found","No pages/tables found","None"
"4637","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","101","1","No tables to process"
"4638","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","102","1","No GRI code found"
"4639","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","103","1","No GRI code found"
"4640","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","GRI 400","NULL"
"4641","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","401-2Beneficios para los emprea-Nuestra gente70","NULL"
"4642","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","401-3Permiso parentalNuestra gente70","NULL"
"4643","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","403-1Representación de los traba-Nuestra gente70","NULL"
"4644","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","403-2Tipos de accidentes y tasasNuestra gente70","NULL"
"4645","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","403-3Porcentaje de empleados queNuestra gente70","NULL"
"4646","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","104","404-1Media de horas de formaciónNuestra gente70","NULL"
"4647","reports/fundacion_plan/2018/comprometidos_con_el_desarrollo_del_pais.pdf","nothing found","No pages/tables found","None"
"4648","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4649","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","156","GRI 418: Reclamaciones fundamentadas relativas","NULL"
"4650","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","156","Privacidad GRI 418-1 a violaciones de la privacidad del cliente y","NULL"
"4651","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","156","GRI 416: El porcentaje de categorías de productos y","NULL"
"4652","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","156","guridad de GRI 416-1 lúen los impactos en la salud y seguridad a","NULL"
"4653","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4654","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","158","1","No GRI code found"
"4655","reports/fvl/2019/informe_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"4656","reports/gail_india_limited/2019/gail_sustainability_report_fy_1819.pdf","nothing found","No pages/tables found","None"
"4657","reports/gail_india_limited/2019/gail_sustainability_report_fy_1819.pdf","nothing found","No pages/tables found","None"
"4658","reports/gail_india_limited/2019/gail_sustainability_report_fy_1819.pdf","140","1","No GRI code found"
"4659","reports/gail_india_limited/2019/gail_sustainability_report_fy_1819.pdf","141","1","No tables to process"
"4660","reports/gail_india_limited/2019/gail_sustainability_report_fy_1819.pdf","142","1","No GRI code found"
"4661","reports/galaxy_surfactants_l/2020/9th_sustainability_report_fy_201920.pdf","nothing found","No pages/tables found","None"
"4662","reports/galaxy_surfactants_l/2020/9th_sustainability_report_fy_201920.pdf","nothing found","No pages/tables found","None"
"4663","reports/galaxy_surfactants_l/2020/9th_sustainability_report_fy_201920.pdf","nothing found","No pages/tables found","None"
"4664","reports/galaxy_surfactants_l/2020/9th_sustainability_report_fy_201920.pdf","nothing found","No pages/tables found","None"
"4665","reports/galiano_gold/2020/galiano_gold_sustainability_report_2019.pdf","nothing found","No pages/tables found","None"
"4666","reports/galiano_gold/2020/galiano_gold_sustainability_report_2019.pdf","nothing found","No pages/tables found","None"
"4667","reports/galiano_gold/2018/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"4668","reports/galiano_gold/2018/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"4669","reports/galiano_gold/2019/2018_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"4670","reports/galiano_gold/2019/2018_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"4671","reports/gasum/2019/corporate_responsibility_2018.pdf","78","1","No GRI code found"
"4672","reports/gasum/2019/corporate_responsibility_2018.pdf","nothing found","No pages/tables found","None"
"4673","reports/gasum/2019/corporate_responsibility_2018.pdf","80","1","No GRI code found"
"4674","reports/gasum/2019/corporate_responsibility_2018.pdf","nothing found","No pages/tables found","None"
"4675","reports/gasum/2019/corporate_responsibility_2018.pdf","nothing found","No pages/tables found","None"
"4676","reports/gauchafarma_distribu/2017/relatorio_de_sustentabilidade_2017.pdf","34","1","No tables to process"
"4677","reports/gauchafarma_distribu/2017/relatorio_de_sustentabilidade_2017.pdf","35","1","No tables to process"
"4678","reports/gauchafarma_distribu/2017/relatorio_de_sustentabilidade_2017.pdf","36","1","No GRI code found"
"4679","reports/gauchafarma_distribu/2017/relatorio_de_sustentabilidade_2017.pdf","37","1","No GRI code found"
"4680","reports/gauchafarma_distribu/2017/relatorio_de_sustentabilidade_2017.pdf","38","1","No GRI code found"
"4681","reports/gaz_system/2020/raport_zrownowazonego_rozwoju_2019.pdf","nothing found","No pages/tables found","None"
"4682","reports/gaz_system/2020/raport_zrownowazonego_rozwoju_2019.pdf","nothing found","No pages/tables found","None"
"4683","reports/gazprom/2018/gazprom_groups_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4684","reports/gazprom/2018/gazprom_groups_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4685","reports/gazprom/2018/gazprom_groups_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4686","reports/gazprom/2018/gazprom_groups_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4687","reports/gazprom/2018/gazprom_groups_sustainability_report_2017.pdf","nothing found","No pages/tables found","None"
"4688","reports/gazprom/2017/gazprom.pdf","nothing found","No pages/tables found","None"
"4689","reports/gazprom/2017/gazprom.pdf","nothing found","No pages/tables found","None"
"4690","reports/gazprom/2017/gazprom.pdf","nothing found","No pages/tables found","None"
"4691","reports/gazprom/2017/gazprom.pdf","nothing found","No pages/tables found","None"
"4692","reports/gazprom/2017/gazprom.pdf","nothing found","No pages/tables found","None"
"4693","reports/gazprom_neft/2020/sustainable_development_report_2019.pdf","nothing found","No pages/tables found","None"
"4694","reports/gazprom_neft/2020/sustainable_development_report_2019.pdf","nothing found","No pages/tables found","None"
"4695","reports/gazprom_neft/2019/2018_sustainable_development_report.pdf","nothing found","No pages/tables found","None"
"4696","reports/gazprom_neft/2019/2018_sustainable_development_report.pdf","147","1","No GRI code found"
"4697","reports/gazprom_neft/2019/2018_sustainable_development_report.pdf","nothing found","No pages/tables found","None"
"4698","reports/gazprom_neft/2019/2018_sustainable_development_report.pdf","nothing found","No pages/tables found","None"
"4699","reports/gazprom_neft/2019/2018_sustainable_development_report.pdf","150","1","No GRI code found"
"4700","reports/gazprom_neft/2018/2017_sustainable_development_report.pdf","nothing found","No pages/tables found","None"
"4701","reports/gazprom_neft/2018/2017_sustainable_development_report.pdf","nothing found","No pages/tables found","None"
"4702","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","69","1","No GRI code found"
"4703","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","69","2","No GRI code found"
"4704","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","69","3","No GRI code found"
"4705","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","70","1","No GRI code found"
"4706","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","70","2","No GRI code found"
"4707","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","70","3","No GRI code found"
"4708","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","70","4","No GRI code found"
"4709","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","1","No GRI code found"
"4710","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","2","No GRI code found"
"4711","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","3","No GRI code found"
"4712","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","4","No GRI code found"
"4713","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","5","No GRI code found"
"4714","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","71","6","No GRI code found"
"4715","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","403-6","37"
"4716","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","403-9","c(""37"", ""38"")"
"4717","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","403-10","c(""37"", ""38"")"
"4718","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","","No GRI code found"
"4719","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","406-1 Casos de discriminación y acciones correctivas emprendidas","35"
"4720","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","","No GRI code found"
"4721","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","","No GRI code found"
"4722","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","","No GRI code found"
"4723","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","72","","No GRI code found"
"4724","reports/gd_energy_services_g/2020/informe_anual_de_rsc_2019.pdf","73","1","No GRI code found"
"4725","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","72","1","No GRI code found"
"4726","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","72","2","No GRI code found"
"4727","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","72","3","No GRI code found"
"4728","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","73","1","No GRI code found"
"4729","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","73","2","No GRI code found"
"4730","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","73","3","No GRI code found"
"4731","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","73","4","No GRI code found"
"4732","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","74","1","No GRI code found"
"4733","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","74","2","No GRI code found"
"4734","reports/gd_energy_services_g/2019/informe_anual_de_responsabilidad_social_corporativa_2018.pdf","74","3","No GRI code found"
